Timestamp: 2021-11-03 19:12:17.761657 | ProcessId: validator_4 | Action: Initial configuration | Object: {'nvalidators': 7, 'nfaulty': 2, 'nclients': 6, 'nclientops': 9, 'sleeptime': 1, 'clienttimeout': 10, 'delta': 4, 'window_size': 5, 'exclude_size': 3, 'failure_config': FailureConfig(failures=[Failure(src='_', dest='leader', msg_type=<MsgType.Vote: 4>, round=2, prob=1, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None), Failure(src='_', dest='_', msg_type=<MsgType.Timeout: 3>, round=2, prob=0.25, fail_type=<FailType.MsgLoss: 1>, val=None, attr=None)], seed=637713655)} |
Timestamp: 2021-11-03 19:12:34.508407 | ProcessId: validator_4 | Action: Local Timeout occurred | Object: {'round': 2, 'high_qc': {'vote_info': {'id': [54, 50, 98, 51, 55, 101, 56, 100, 49, 57, 52, 97, 100, 48, 51, 102, 101, 99, 53, 53, 48, 50, 51, 55, 50, 54, 48, 54, 98, 56, 50, 53, 55, 48, 49, 99, 54, 51, 98, 49, 97, 101, 97, 51, 55, 55, 51, 52, 55, 101, 52, 53, 56, 57, 98, 99, 50, 102, 99, 102, 53, 98, 57, 50], 'round': 1, 'parent_id': '0', 'parent_round': 0, 'exec_state_id': [49, 52, 98, 49, 49, 53, 48, 50, 57, 53, 51, 54, 99, 53, 99, 100, 97, 48, 53, 49, 50, 49, 48, 100, 102, 99, 100, 53, 51, 55, 101, 97, 56, 99, 99, 97, 53, 98, 102, 51, 98, 51, 99, 57, 55, 99, 56, 56, 97, 52, 49, 48, 55, 52, 53, 55, 98, 52, 99, 49, 53, 100, 48, 54]}, 'ledger_commit_info': {'commit_state_id': None, 'vote_info_hash': [97, 48, 53, 56, 51, 51, 57, 53, 101, 101, 55, 55, 54, 99, 56, 52, 100, 56, 48, 98, 102, 49, 55, 53, 97, 51, 101, 51, 100, 101, 52, 48, 50, 53, 101, 57, 54, 50, 100, 52, 100, 57, 51, 97, 50, 56, 52, 53, 56, 52, 53, 54, 51, 56, 97, 51, 51, 57, 55, 52, 99, 49, 97, 100]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [0, 1, 4, 5, 3], 'author_signature': {}}, 'author': 4, 'author_signature': {}} |
Timestamp: 2021-11-03 19:12:34.509445 | ProcessId: validator_4 | Action: Injecting fault | Object: ['MsgLoss', ('Timeout', <object_types.TimeoutMsg object at 0x10a2a9d68>), <ValidatorFI:74810>] |
Timestamp: 2021-11-03 19:12:34.509908 | ProcessId: validator_4 | Action: Injecting fault | Object: ['MsgLoss', ('Timeout', <object_types.TimeoutMsg object at 0x10a2a9d68>), <ValidatorFI:7480e>] |
Timestamp: 2021-11-03 19:12:34.510176 | ProcessId: validator_4 | Action: Injecting fault | Object: ['MsgLoss', ('Timeout', <object_types.TimeoutMsg object at 0x10a2a9d68>), <ValidatorFI:7480d>] |
Timestamp: 2021-11-03 19:12:34.510442 | ProcessId: validator_4 | Action: Injecting fault | Object: ['MsgLoss', ('Timeout', <object_types.TimeoutMsg object at 0x10a2a9d68>), <ValidatorFI:7480f>] |
Timestamp: 2021-11-03 19:12:34.511134 | ProcessId: validator_4 | Event: Sent | MsgType: Timeout | To: ALL validators | Msg: {'tmo_info': {'round': 2, 'high_qc': {'vote_info': {'id': [54, 50, 98, 51, 55, 101, 56, 100, 49, 57, 52, 97, 100, 48, 51, 102, 101, 99, 53, 53, 48, 50, 51, 55, 50, 54, 48, 54, 98, 56, 50, 53, 55, 48, 49, 99, 54, 51, 98, 49, 97, 101, 97, 51, 55, 55, 51, 52, 55, 101, 52, 53, 56, 57, 98, 99, 50, 102, 99, 102, 53, 98, 57, 50], 'round': 1, 'parent_id': '0', 'parent_round': 0, 'exec_state_id': [49, 52, 98, 49, 49, 53, 48, 50, 57, 53, 51, 54, 99, 53, 99, 100, 97, 48, 53, 49, 50, 49, 48, 100, 102, 99, 100, 53, 51, 55, 101, 97, 56, 99, 99, 97, 53, 98, 102, 51, 98, 51, 99, 57, 55, 99, 56, 56, 97, 52, 49, 48, 55, 52, 53, 55, 98, 52, 99, 49, 53, 100, 48, 54]}, 'ledger_commit_info': {'commit_state_id': None, 'vote_info_hash': [97, 48, 53, 56, 51, 51, 57, 53, 101, 101, 55, 55, 54, 99, 56, 52, 100, 56, 48, 98, 102, 49, 55, 53, 97, 51, 101, 51, 100, 101, 52, 48, 50, 53, 101, 57, 54, 50, 100, 52, 100, 57, 51, 97, 50, 56, 52, 53, 56, 52, 53, 54, 51, 56, 97, 51, 51, 57, 55, 52, 99, 49, 97, 100]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [0, 1, 4, 5, 3], 'author_signature': {}}, 'author': 4, 'author_signature': {}}, 'last_round_tc': None, 'high_commit_qc': None}
Timestamp: 2021-11-03 19:12:38.038436 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_0', 'command': '2-0'}
Timestamp: 2021-11-03 19:12:38.058237 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_0', 'command': '5-0'}
Timestamp: 2021-11-03 19:12:38.061513 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_0', 'command': '4-0'}
Timestamp: 2021-11-03 19:12:38.062362 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_0', 'command': '0-0'}
Timestamp: 2021-11-03 19:12:38.067235 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_1', 'command': '2-1'}
Timestamp: 2021-11-03 19:12:38.068167 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_1', 'command': '4-1'}
Timestamp: 2021-11-03 19:12:38.070651 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_2', 'command': '2-2'}
Timestamp: 2021-11-03 19:12:38.074782 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_2', 'command': '4-2'}
Timestamp: 2021-11-03 19:12:38.078592 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_3', 'command': '4-3'}
Timestamp: 2021-11-03 19:12:38.093019 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_4', 'command': '4-4'}
Timestamp: 2021-11-03 19:12:38.094255 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_0', 'command': '3-0'}
Timestamp: 2021-11-03 19:12:38.096105 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_0', 'command': '1-0'}
Timestamp: 2021-11-03 19:12:38.101150 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_5', 'command': '4-5'}
Timestamp: 2021-11-03 19:12:38.101765 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_1', 'command': '1-1'}
Timestamp: 2021-11-03 19:12:38.104836 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_6', 'command': '4-6'}
Timestamp: 2021-11-03 19:12:38.111285 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_2', 'command': '1-2'}
Timestamp: 2021-11-03 19:12:38.112146 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_1', 'command': '5-1'}
Timestamp: 2021-11-03 19:12:38.114100 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_1', 'command': '3-1'}
Timestamp: 2021-11-03 19:12:38.121455 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_2', 'command': '3-2'}
Timestamp: 2021-11-03 19:12:38.123019 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_7', 'command': '4-7'}
Timestamp: 2021-11-03 19:12:38.129421 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_3', 'command': '1-3'}
Timestamp: 2021-11-03 19:12:38.144280 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_8', 'command': '4-8'}
Timestamp: 2021-11-03 19:12:38.146544 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_3', 'command': '3-3'}
Timestamp: 2021-11-03 19:12:38.150856 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_4', 'command': '1-4'}
Timestamp: 2021-11-03 19:12:38.158145 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_2', 'command': '5-2'}
Timestamp: 2021-11-03 19:12:38.158815 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_4', 'command': '3-4'}
Timestamp: 2021-11-03 19:12:38.164480 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_1', 'command': '0-1'}
Timestamp: 2021-11-03 19:12:38.168711 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_3', 'command': '5-3'}
Timestamp: 2021-11-03 19:12:38.171118 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_5', 'command': '1-5'}
Timestamp: 2021-11-03 19:12:38.175693 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_2', 'command': '0-2'}
Timestamp: 2021-11-03 19:12:38.178118 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_4', 'command': '5-4'}
Timestamp: 2021-11-03 19:12:38.184528 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_5', 'command': '3-5'}
Timestamp: 2021-11-03 19:12:38.186054 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_3', 'command': '0-3'}
Timestamp: 2021-11-03 19:12:38.186716 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_4', 'command': '2-4'}
Timestamp: 2021-11-03 19:12:38.188211 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_3', 'command': '2-3'}
Timestamp: 2021-11-03 19:12:38.192002 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_6', 'command': '3-6'}
Timestamp: 2021-11-03 19:12:38.193608 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_5', 'command': '2-5'}
Timestamp: 2021-11-03 19:12:38.197081 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_6', 'command': '2-6'}
Timestamp: 2021-11-03 19:12:38.197950 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_5', 'command': '0-5'}
Timestamp: 2021-11-03 19:12:38.201032 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_6', 'command': '0-6'}
Timestamp: 2021-11-03 19:12:38.202551 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_5', 'command': '5-5'}
Timestamp: 2021-11-03 19:12:38.203709 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_7', 'command': '2-7'}
Timestamp: 2021-11-03 19:12:38.204875 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_7', 'command': '0-7'}
Timestamp: 2021-11-03 19:12:38.205833 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_4', 'command': '0-4'}
Timestamp: 2021-11-03 19:12:38.207139 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_8', 'command': '0-8'}
Timestamp: 2021-11-03 19:12:38.220562 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_6', 'command': '5-6'}
Timestamp: 2021-11-03 19:12:38.223250 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_7', 'command': '3-7'}
Timestamp: 2021-11-03 19:12:38.224403 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_8', 'command': '2-8'}
Timestamp: 2021-11-03 19:12:38.231299 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_6', 'command': '1-6'}
Timestamp: 2021-11-03 19:12:38.233005 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_7', 'command': '5-7'}
Timestamp: 2021-11-03 19:12:38.234874 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_8', 'command': '3-8'}
Timestamp: 2021-11-03 19:12:38.239659 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_8', 'command': '5-8'}
Timestamp: 2021-11-03 19:12:38.276703 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_7', 'command': '1-7'}
Timestamp: 2021-11-03 19:12:38.294599 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_8', 'command': '1-8'}
Timestamp: 2021-11-03 19:12:48.046497 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_0', 'command': '2-0'}
Timestamp: 2021-11-03 19:12:48.062882 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_0', 'command': '5-0'}
Timestamp: 2021-11-03 19:12:48.066719 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_0', 'command': '4-0'}
Timestamp: 2021-11-03 19:12:48.068577 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_0', 'command': '0-0'}
Timestamp: 2021-11-03 19:12:48.073163 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_2', 'command': '2-2'}
Timestamp: 2021-11-03 19:12:48.078470 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_2', 'command': '4-2'}
Timestamp: 2021-11-03 19:12:48.084676 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_1', 'command': '2-1'}
Timestamp: 2021-11-03 19:12:48.091351 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_1', 'command': '4-1'}
Timestamp: 2021-11-03 19:12:48.096179 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_3', 'command': '4-3'}
Timestamp: 2021-11-03 19:12:48.098548 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_4', 'command': '4-4'}
Timestamp: 2021-11-03 19:12:48.100131 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_0', 'command': '3-0'}
Timestamp: 2021-11-03 19:12:48.103521 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_0', 'command': '1-0'}
Timestamp: 2021-11-03 19:12:48.106834 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_1', 'command': '1-1'}
Timestamp: 2021-11-03 19:12:48.110335 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_6', 'command': '4-6'}
Timestamp: 2021-11-03 19:12:48.116248 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_5', 'command': '4-5'}
Timestamp: 2021-11-03 19:12:48.119967 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_2', 'command': '1-2'}
Timestamp: 2021-11-03 19:12:48.122854 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_1', 'command': '5-1'}
Timestamp: 2021-11-03 19:12:48.123409 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_1', 'command': '3-1'}
Timestamp: 2021-11-03 19:12:48.125117 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_7', 'command': '4-7'}
Timestamp: 2021-11-03 19:12:48.125925 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_2', 'command': '3-2'}
Timestamp: 2021-11-03 19:12:48.134094 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_3', 'command': '1-3'}
Timestamp: 2021-11-03 19:12:48.151482 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_4 | Msg: {'req_id': '4_8', 'command': '4-8'}
Timestamp: 2021-11-03 19:12:48.152644 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_3', 'command': '3-3'}
Timestamp: 2021-11-03 19:12:48.155716 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_4', 'command': '1-4'}
Timestamp: 2021-11-03 19:12:48.159178 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_2', 'command': '5-2'}
Timestamp: 2021-11-03 19:12:48.164668 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_4', 'command': '3-4'}
Timestamp: 2021-11-03 19:12:48.171373 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_1', 'command': '0-1'}
Timestamp: 2021-11-03 19:12:48.172442 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_3', 'command': '5-3'}
Timestamp: 2021-11-03 19:12:48.174097 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_5', 'command': '1-5'}
Timestamp: 2021-11-03 19:12:48.182099 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_2', 'command': '0-2'}
Timestamp: 2021-11-03 19:12:48.185029 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_4', 'command': '5-4'}
Timestamp: 2021-11-03 19:12:48.188049 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_3', 'command': '0-3'}
Timestamp: 2021-11-03 19:12:48.188866 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_5', 'command': '3-5'}
Timestamp: 2021-11-03 19:12:48.191402 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_4', 'command': '2-4'}
Timestamp: 2021-11-03 19:12:48.194349 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_3', 'command': '2-3'}
Timestamp: 2021-11-03 19:12:48.194978 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_6', 'command': '3-6'}
Timestamp: 2021-11-03 19:12:48.196929 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_5', 'command': '2-5'}
Timestamp: 2021-11-03 19:12:48.201240 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_6', 'command': '2-6'}
Timestamp: 2021-11-03 19:12:48.202087 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_5', 'command': '5-5'}
Timestamp: 2021-11-03 19:12:48.207673 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_7', 'command': '2-7'}
Timestamp: 2021-11-03 19:12:48.208308 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_5', 'command': '0-5'}
Timestamp: 2021-11-03 19:12:48.209264 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_7', 'command': '0-7'}
Timestamp: 2021-11-03 19:12:48.211159 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_6', 'command': '0-6'}
Timestamp: 2021-11-03 19:12:48.213832 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_4', 'command': '0-4'}
Timestamp: 2021-11-03 19:12:48.214596 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_0 | Msg: {'req_id': '0_8', 'command': '0-8'}
Timestamp: 2021-11-03 19:12:48.222132 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_6', 'command': '5-6'}
Timestamp: 2021-11-03 19:12:48.228204 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_2 | Msg: {'req_id': '2_8', 'command': '2-8'}
Timestamp: 2021-11-03 19:12:48.229180 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_7', 'command': '3-7'}
Timestamp: 2021-11-03 19:12:48.238615 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_6', 'command': '1-6'}
Timestamp: 2021-11-03 19:12:48.239817 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_7', 'command': '5-7'}
Timestamp: 2021-11-03 19:12:48.240426 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_3 | Msg: {'req_id': '3_8', 'command': '3-8'}
Timestamp: 2021-11-03 19:12:48.245003 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_5 | Msg: {'req_id': '5_8', 'command': '5-8'}
Timestamp: 2021-11-03 19:12:48.283182 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_7', 'command': '1-7'}
Timestamp: 2021-11-03 19:12:48.300980 | ProcessId: validator_4 | Event: Received | MsgType: Request | From: client_1 | Msg: {'req_id': '1_8', 'command': '1-8'}
Timestamp: 2021-11-03 19:12:50.492395 | ProcessId: validator_4 | Event: Received | MsgType: Timeout | From: validator_6 | Msg: {'tmo_info': {'round': 3, 'high_qc': {'vote_info': {'id': [54, 50, 98, 51, 55, 101, 56, 100, 49, 57, 52, 97, 100, 48, 51, 102, 101, 99, 53, 53, 48, 50, 51, 55, 50, 54, 48, 54, 98, 56, 50, 53, 55, 48, 49, 99, 54, 51, 98, 49, 97, 101, 97, 51, 55, 55, 51, 52, 55, 101, 52, 53, 56, 57, 98, 99, 50, 102, 99, 102, 53, 98, 57, 50], 'round': 1, 'parent_id': '0', 'parent_round': 0, 'exec_state_id': [49, 52, 98, 49, 49, 53, 48, 50, 57, 53, 51, 54, 99, 53, 99, 100, 97, 48, 53, 49, 50, 49, 48, 100, 102, 99, 100, 53, 51, 55, 101, 97, 56, 99, 99, 97, 53, 98, 102, 51, 98, 51, 99, 57, 55, 99, 56, 56, 97, 52, 49, 48, 55, 52, 53, 55, 98, 52, 99, 49, 53, 100, 48, 54]}, 'ledger_commit_info': {'commit_state_id': None, 'vote_info_hash': [97, 48, 53, 56, 51, 51, 57, 53, 101, 101, 55, 55, 54, 99, 56, 52, 100, 56, 48, 98, 102, 49, 55, 53, 97, 51, 101, 51, 100, 101, 52, 48, 50, 53, 101, 57, 54, 50, 100, 52, 100, 57, 51, 97, 50, 56, 52, 53, 56, 52, 53, 54, 51, 56, 97, 51, 51, 57, 55, 52, 99, 49, 97, 100]}, 'signatures': [{}, {}, {}, {}, {}], 'author': 1, 'signers': [0, 1, 4, 5, 3], 'author_signature': {}}, 'author': 6, 'author_signature': {}}, 'last_round_tc': {'round': 2, 'tmo_high_qc_rounds': [1, 1, 1, 1, 1], 'tmo_signatures': [{}, {}, {}, {}, {}], 'tmo_signers': [1, 3, 6, 0, 2], 'author': 6, 'author_signature': {}}, 'high_commit_qc': None}
